exp_name,location,asset_type,asset_name,capacity
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48221,geothermal,geothermal,78.64119706671309
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48221,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48221,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48221,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48221,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48229,solar,solar,341.3912882665953
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48229,wind,wind,149.52294828830276
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48229,geothermal,geothermal,71.37054214036748
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48229,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48229,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48229,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48229,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48269,solar,solar,421.8761457570431
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48269,wind,wind,210.15779178490897
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48269,geothermal,geothermal,98.16392787907428
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48269,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48269,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48269,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48269,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48275,solar,solar,525.702815278717
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48275,wind,wind,148.3640384514415
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48275,geothermal,geothermal,97.52378965652719
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48275,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48275,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48275,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48275,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48435,solar,solar,415.77296796736096
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48435,wind,wind,221.11539006927651
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48435,geothermal,geothermal,86.74321101979166
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48435,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48435,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48435,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48435,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48443,solar,solar,364.2337912734572
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48443,wind,wind,126.7322263820516
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48443,geothermal,geothermal,58.133979064497964
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48443,storage,lithium_ion,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48443,smr,smr,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48443,gas_turbine,gas,100.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48443,diesel,diesel,10.0
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48447,solar,solar,439.8429035484628
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48447,wind,wind,220.6830028345213
all_gen_1GW___003__ren_penetration=0__site_gen_penetration=0.4,48447,geothermal,geothermal,73.69988868156264
